iter	Passed	Remaining
461	804	936
462	806	934
463	808	933
464	809	931
465	811	930
466	813	928
467	815	926
468	816	924
469	818	922
470	820	921
471	821	919
472	823	917
473	825	916
474	827	914
475	829	912
476	830	910
477	832	908
478	834	907
479	835	905
480	837	903
481	839	902
482	841	900
483	843	899
484	845	897
485	846	895
486	848	893
487	850	892
488	851	890
489	853	888
490	856	887
491	858	886
492	859	884
493	861	882
494	863	880
495	865	879
496	866	877
497	868	875
498	871	875
499	873	873
500	875	872
501	877	870
502	879	868
503	880	866
504	882	864
505	884	863
506	885	861
507	887	859
508	889	858
509	891	856
510	893	854
511	894	852
512	896	851
513	898	849
514	900	847
515	902	846
516	904	845
517	906	843
518	908	842
519	910	840
520	911	838
521	913	836
522	915	834
523	916	832
524	918	831
525	920	829
526	922	827
527	923	825
528	925	824
529	927	822
530	928	820
531	930	818
532	931	816
533	933	814
534	935	813
535	937	811
536	939	809
537	940	807
538	942	805
539	944	804
540	945	802
541	947	800
542	949	799
543	951	797
544	953	795
545	955	794
546	956	792
547	958	790
548	960	788
549	961	787
550	963	785
551	965	783
552	967	781
553	969	780
554	970	778
555	972	776
556	973	774
557	975	772
558	977	770
559	979	769
560	980	767
561	982	765
562	984	763
563	985	762
564	987	760
565	989	758
566	990	756
567	992	754
568	994	752
569	995	751
570	997	749
571	999	747
572	1001	746
573	1002	744
574	1004	742
575	1006	740
576	1007	738
577	1009	736
578	1011	735
579	1012	733
580	1014	731
581	1016	729
582	1017	728
583	1019	726
584	1021	724
585	1022	722
586	1024	720
587	1025	718
588	1027	717
589	1029	715
590	1031	713
591	1032	711
592	1034	710
593	1036	708
594	1037	706
595	1039	704
596	1041	703
597	1043	701
598	1045	699
599	1046	697
600	1048	696
601	1050	694
602	1051	692
603	1053	690
604	1054	688
605	1056	686
606	1058	685
607	1059	683
608	1061	681
609	1063	679
610	1064	677
611	1066	676
612	1068	674
613	1069	672
614	1071	670
615	1073	668
616	1074	667
617	1076	665
618	1078	663
619	1079	661
620	1081	660
621	1083	658
622	1084	656
623	1086	654
624	1087	652
625	1089	650
626	1091	649
627	1092	647
628	1094	645
629	1096	643
630	1098	642
631	1099	640
632	1101	638
633	1103	636
634	1104	634
635	1106	633
636	1107	631
637	1109	629
638	1111	627
639	1113	626
640	1114	624
641	1116	622
642	1118	620
643	1119	619
644	1121	617
645	1123	615
646	1124	613
647	1126	612
648	1128	610
649	1129	608
650	1131	606
651	1133	604
652	1134	603
653	1136	601
654	1138	599
655	1140	597
656	1142	596
657	1143	594
658	1145	592
659	1147	590
660	1148	589
661	1150	587
662	1152	585
663	1153	583
664	1155	581
665	1156	580
666	1158	578
667	1160	576
668	1162	574
669	1163	573
670	1165	571
671	1166	569
672	1168	567
673	1170	565
674	1171	564
675	1173	562
676	1175	560
677	1177	559
678	1179	557
679	1181	555
680	1182	554
681	1184	552
682	1186	550
683	1187	548
684	1189	546
685	1191	545
686	1192	543
687	1194	541
688	1196	539
689	1197	538
690	1199	536
691	1201	534
692	1202	532
693	1204	530
694	1206	529
695	1207	527
696	1209	525
697	1211	524
698	1212	522
699	1214	520
700	1216	518
701	1217	516
702	1219	515
703	1221	513
704	1222	511
705	1224	509
706	1226	508
707	1227	506
708	1229	504
709	1230	502
710	1232	500
711	1234	499
712	1235	497
713	1237	495
714	1239	493
715	1240	492
716	1242	490
717	1244	488
718	1245	486
719	1247	485
720	1248	483
721	1250	481
722	1252	479
723	1254	478
724	1255	476
725	1257	474
726	1259	472
727	1260	471
728	1262	469
729	1263	467
730	1265	465
731	1267	463
732	1268	462
733	1270	460
734	1272	458
735	1274	456
736	1275	455
737	1277	453
738	1278	451
739	1280	449
740	1282	448
741	1284	446
742	1286	444
743	1287	443
744	1289	441
745	1291	439
746	1292	437
747	1294	436
748	1296	434
749	1297	432
750	1299	430
751	1301	429
752	1303	427
753	1304	425
754	1306	423
755	1308	422
756	1309	420
757	1311	418
758	1313	416
759	1314	415
760	1316	413
761	1318	411
762	1320	410
763	1322	408
764	1323	406
765	1325	404
766	1327	403
767	1328	401
768	1330	399
769	1332	397
770	1334	396
771	1336	394
772	1337	392
773	1339	391
774	1340	389
775	1342	387
776	1344	385
777	1346	384
778	1347	382
779	1349	380
780	1351	378
781	1352	377
782	1354	375
783	1356	373
784	1357	371
785	1359	370
786	1361	368
787	1362	366
788	1364	364
789	1374	365
790	1376	363
791	1379	362
792	1382	360
793	1385	359
794	1387	357
795	1390	356
796	1392	354
797	1394	353
798	1396	351
799	1399	349
800	1401	348
801	1403	346
802	1405	344
803	1407	343
804	1409	341
805	1411	339
806	1414	338
807	1416	336
808	1418	334
809	1419	333
810	1421	331
811	1423	329
812	1425	327
813	1427	326
814	1428	324
815	1430	322
816	1432	320
817	1433	319
818	1435	317
819	1437	315
820	1438	313
821	1440	311
822	1442	310
823	1443	308
824	1445	306
825	1447	304
826	1449	303
827	1451	301
828	1453	299
829	1455	298
830	1456	296
831	1458	294
832	1459	292
833	1461	290
834	1463	289
835	1465	287
836	1466	285
837	1468	283
838	1470	282
839	1471	280
840	1473	278
841	1475	276
842	1476	275
843	1478	273
844	1480	271
845	1481	269
846	1483	267
847	1485	266
848	1486	264
849	1488	262
850	1489	260
851	1491	259
852	1493	257
853	1494	255
854	1496	253
855	1498	252
856	1499	250
857	1501	248
858	1503	246
859	1504	244
860	1506	243
861	1508	241
862	1509	239
863	1511	237
864	1513	236
865	1514	234
866	1516	232
867	1518	230
868	1519	229
869	1521	227
870	1523	225
871	1524	223
872	1526	222
873	1528	220
874	1530	218
875	1531	216
876	1533	215
877	1534	213
878	1536	211
879	1538	209
880	1539	207
881	1541	206
882	1543	204
883	1544	202
884	1546	200
885	1548	199
886	1549	197
887	1551	195
888	1553	193
889	1554	192
890	1556	190
891	1558	188
892	1560	186
893	1561	185
894	1563	183
895	1564	181
896	1566	179
897	1568	178
898	1569	176
899	1571	174
900	1573	172
901	1575	171
902	1576	169
903	1578	167
904	1579	165
905	1581	164
906	1583	162
907	1584	160
908	1586	158
909	1588	157
910	1590	155
911	1592	153
912	1593	151
913	1595	150
914	1597	148
915	1598	146
916	1600	144
917	1602	143
918	1603	141
919	1605	139
920	1607	137
921	1609	136
922	1610	134
923	1612	132
924	1614	130
925	1615	129
926	1617	127
927	1619	125
928	1620	123
929	1622	122
930	1624	120
931	1625	118
932	1627	116
933	1629	115
934	1630	113
935	1632	111
936	1634	109
937	1635	108
938	1637	106
939	1639	104
940	1641	102
941	1642	101
942	1644	99
943	1646	97
944	1647	95
945	1649	94
946	1650	92
947	1652	90
948	1654	88
949	1656	87
950	1657	85
951	1659	83
952	1661	81
953	1662	80
954	1664	78
955	1666	76
956	1667	74
957	1669	73
958	1671	71
959	1673	69
960	1674	67
961	1676	66
962	1678	64
963	1679	62
964	1681	60
965	1682	59
966	1684	57
967	1686	55
968	1688	54
969	1689	52
970	1691	50
971	1693	48
972	1694	47
973	1696	45
974	1697	43
975	1699	41
976	1701	40
977	1703	38
978	1704	36
979	1706	34
980	1708	33
981	1709	31
982	1711	29
983	1712	27
984	1714	26
985	1716	24
986	1717	22
987	1719	20
988	1721	19
989	1723	17
990	1724	15
991	1726	13
992	1728	12
993	1729	10
994	1731	8
995	1733	6
996	1735	5
997	1737	3
998	1738	1
999	1740	0
