iter	Logloss
0	0.6882367828
1	0.6846381706
2	0.6811483541
3	0.6768929048
4	0.673784083
5	0.6691601427
6	0.6652246487
7	0.6612814968
8	0.6573518423
9	0.6541373604
10	0.6504454795
11	0.6474936549
12	0.643690025
13	0.6401392955
14	0.6365266025
15	0.6329069198
16	0.6293918022
17	0.6262606954
18	0.6227970667
19	0.6196582013
20	0.6155155498
21	0.6127724821
22	0.6100411194
23	0.6064393624
24	0.6030344457
25	0.6007553231
26	0.5977087099
27	0.5948880598
28	0.5925233537
29	0.5895368556
30	0.5872073706
31	0.58421915
32	0.5816012017
33	0.5798363025
34	0.5775213038
35	0.5754460946
36	0.572884789
37	0.5706028968
38	0.5682208907
39	0.5658598298
40	0.563712246
41	0.5612225926
42	0.5589611015
43	0.5559379035
44	0.5536593328
45	0.5515152523
46	0.5498125328
47	0.5481841828
48	0.5458888503
49	0.5440869569
50	0.5419427812
51	0.5399852779
52	0.537566186
53	0.5360825521
54	0.5343419234
55	0.5320696421
56	0.5304742256
57	0.5286365924
58	0.5264625259
59	0.5246135396
60	0.5232036235
61	0.5216648057
62	0.52003813
63	0.5187134014
64	0.5165626762
65	0.5146082306
66	0.5127374527
67	0.5109670048
68	0.5093172769
69	0.5077947904
70	0.5061815123
71	0.5050249019
72	0.5035854468
73	0.5018208735
74	0.500230402
75	0.4985202117
76	0.4967658404
77	0.4951780845
78	0.4940633995
79	0.4931035653
80	0.4917207973
81	0.4908240604
82	0.4891576358
83	0.4874614182
84	0.4861759165
85	0.4849477526
86	0.4833223653
87	0.4819992345
88	0.4811391058
89	0.4801168637
90	0.4791871336
91	0.4780380337
92	0.4766996668
93	0.4754605553
94	0.4740444675
95	0.4724163167
96	0.4708494778
97	0.4697014674
98	0.4683921684
99	0.4669974033
100	0.4657797194
101	0.464642217
102	0.4635963359
103	0.4623636902
104	0.4610223607
105	0.459677707
106	0.4585757218
107	0.4573046784
108	0.4562800808
109	0.4550164119
110	0.4539563451
111	0.4526546248
112	0.4514091928
113	0.4502645233
114	0.4494040015
115	0.448606218
116	0.4477462314
117	0.446658757
118	0.4458276941
119	0.4447561678
120	0.4435587385
121	0.4423904072
122	0.4416649653
123	0.4410356555
124	0.4401654129
125	0.4391450411
126	0.4383288812
127	0.4374077996
128	0.4364255528
129	0.4358806311
130	0.4350336739
131	0.4340505434
132	0.4331880335
133	0.4322003331
134	0.4316455209
135	0.4305842811
136	0.4295596693
137	0.4288845297
138	0.4280279414
139	0.4272746794
140	0.4260868525
141	0.4253270869
142	0.424639339
143	0.4239446644
144	0.4233279305
145	0.4224652933
146	0.4218320695
147	0.4211140081
148	0.4204951966
149	0.4197440504
150	0.4191334648
151	0.4181343098
152	0.4169179916
153	0.4160744853
154	0.4154055116
155	0.4148543939
156	0.4143563481
157	0.4140493231
158	0.4130634708
159	0.4123428311
160	0.4117372144
161	0.411009786
162	0.4106371793
163	0.4098559458
164	0.4090626174
165	0.4084389616
166	0.4078326789
167	0.4072262107
168	0.4067790231
169	0.4061707025
170	0.4055362272
171	0.4046025427
172	0.4040753571
173	0.4032670636
174	0.40274548
175	0.4020866115
176	0.4015076875
177	0.4005291795
178	0.3996632295
179	0.3991239424
180	0.398405605
181	0.3976350019
182	0.3970787857
183	0.3964490418
184	0.39574413
185	0.3949925754
186	0.3944524938
187	0.3939254705
188	0.3935009768
189	0.392897008
190	0.3921888742
191	0.3912920208
192	0.3905889715
193	0.3899696159
194	0.3894119125
195	0.3890588456
196	0.388466092
197	0.3879727554
198	0.3876252491
199	0.3872106697
200	0.3868335423
201	0.3860359751
202	0.3858013654
203	0.3854592232
204	0.3849321747
205	0.3843776575
206	0.3837796805
207	0.3832191873
208	0.3828219162
209	0.382419572
210	0.38165556
211	0.381193031
212	0.3807639227
213	0.3801810947
214	0.379735336
215	0.3792658974
216	0.3786249655
217	0.378213121
218	0.3777887323
219	0.3774072313
220	0.3769987941
221	0.3761317226
222	0.3756600134
223	0.3752400136
224	0.374709772
225	0.3743842769
226	0.3738881502
227	0.3735787925
228	0.3731613689
229	0.3728915962
230	0.3725403172
231	0.3720607561
232	0.3711788666
233	0.3707164387
234	0.3701953379
235	0.369799913
236	0.3694554229
237	0.3692080543
238	0.3689328771
239	0.3684697213
240	0.3678391025
241	0.367239713
242	0.3668610179
243	0.3663594291
244	0.3658912626
245	0.365483868
246	0.3650183109
247	0.3646799798
248	0.36420217
249	0.3636426333
250	0.3631482064
251	0.362719975
252	0.3624733759
253	0.3621265154
254	0.3619618291
255	0.3615286326
256	0.3612728036
257	0.3607618712
258	0.3605286903
259	0.3600607133
260	0.3596538361
261	0.3590408692
262	0.3587325088
263	0.358398773
264	0.358162256
265	0.357761335
266	0.3572782826
267	0.3568085723
268	0.3565099158
269	0.3561519413
270	0.3557173425
271	0.3551791743
272	0.3548250035
273	0.3542116085
274	0.3538796364
275	0.3535836388
276	0.3532911291
277	0.3527330536
278	0.3522458726
279	0.3518946018
280	0.3514770737
281	0.350941566
282	0.3505653689
283	0.3502036254
284	0.3498171677
285	0.3494369006
286	0.3487657133
287	0.3484447509
288	0.3480195119
289	0.3476804866
290	0.3474333279
291	0.3471364106
292	0.3468909126
293	0.3464768629
294	0.3460166107
295	0.3457655513
296	0.3453942304
297	0.3448548215
298	0.3445342921
299	0.3443059923
300	0.3439917723
301	0.3436022176
302	0.3433084675
303	0.3431757065
304	0.3427009046
305	0.3423376479
306	0.342095865
307	0.3417739313
308	0.3413393042
309	0.3408121617
310	0.3406609778
311	0.3403618827
312	0.3398120733
313	0.3394828076
314	0.3393142458
315	0.3391122785
316	0.3390151337
317	0.3385236901
318	0.3381872701
319	0.3378820852
320	0.3376655999
321	0.3375088146
322	0.3370970911
323	0.3368183368
324	0.3362751731
325	0.3360314476
326	0.3357204813
327	0.3355057745
328	0.3351935925
329	0.3348057957
330	0.3345145312
331	0.3344795144
332	0.3342891588
333	0.3340573077
334	0.3338184409
335	0.3335392772
336	0.3332418289
337	0.3330037451
338	0.3327020584
339	0.3323622496
340	0.3319897624
341	0.3317461399
342	0.3315287966
343	0.3313849161
344	0.3311241264
345	0.3309332903
346	0.3307128821
347	0.330323331
348	0.3299641884
349	0.3296501048
350	0.3294140749
351	0.3291774908
352	0.3289055478
353	0.3284108662
354	0.3280275579
355	0.3276717558
356	0.3270728358
357	0.3268531331
358	0.326589571
359	0.3261709801
360	0.3260325095
361	0.3257506951
362	0.3252644853
363	0.3250238365
364	0.3245435365
365	0.3241945073
366	0.3239451877
367	0.3238023793
368	0.3235707986
369	0.3231385626
370	0.3228169543
371	0.3225427158
372	0.3220416751
373	0.3217150607
374	0.3214272895
375	0.3209812375
376	0.3207046372
377	0.3204740348
378	0.3200383448
379	0.3197692287
380	0.3194794709
381	0.3189530118
382	0.3186197605
383	0.3183287592
384	0.3181583647
385	0.3177996486
386	0.3175675978
387	0.317317477
388	0.3169943739
389	0.3167223486
390	0.316408524
391	0.3160874842
392	0.3157811676
393	0.3154868412
394	0.3153103218
395	0.314890579
396	0.3146243939
397	0.3143802083
398	0.3140404358
399	0.3137296109
400	0.3134563235
401	0.3131995376
402	0.3127831923
403	0.3124153266
404	0.3119145876
405	0.3116612667
406	0.3114216735
407	0.311194052
408	0.3110074435
409	0.3106669871
410	0.3103293661
411	0.3100721938
412	0.3096324766
413	0.3093740188
414	0.3092543679
415	0.3090662263
416	0.3088879351
417	0.3087078074
418	0.3086006713
419	0.3081102711
420	0.3079103632
421	0.3077814112
422	0.3075020033
423	0.3072740126
424	0.3070568693
425	0.3068452866
426	0.3066366128
427	0.3064649053
428	0.3061247059
429	0.3058927725
430	0.3055049158
431	0.305003256
432	0.3047866027
433	0.3044623345
434	0.3042090301
435	0.3040955158
436	0.3039470272
437	0.3036310567
438	0.3033087815
439	0.3031335267
440	0.3029923622
441	0.3027613002
442	0.3024227662
443	0.3021191003
444	0.3017767414
445	0.3016180808
446	0.3012622589
447	0.3010761659
448	0.3009396686
449	0.3007159214
450	0.3005158779
451	0.3001598883
452	0.2998734172
453	0.2996242819
454	0.2993752106
455	0.2989812202
456	0.2986875051
457	0.2983931613
458	0.298180518
459	0.2980008877
460	0.2977394369
461	0.2974063882
462	0.2971523654
463	0.29690062
464	0.2965417429
465	0.2963530447
466	0.2961513488
467	0.2957470487
468	0.2955853785
469	0.2953484401
470	0.2951238901
471	0.2947289016
472	0.2944300144
473	0.2942307861
474	0.294073333
475	0.2938294874
476	0.2935697207
477	0.293089682
478	0.292928787
479	0.2927278137
480	0.2925651593
481	0.2920610258
482	0.2919397305
483	0.2916112064
484	0.2914060473
485	0.2912678602
486	0.2910559075
487	0.2906845407
488	0.2905008423
489	0.2903033451
490	0.290111563
491	0.2899406166
492	0.289570734
493	0.2894025558
494	0.2890353734
495	0.2889057274
496	0.2887696011
497	0.2885329065
498	0.2884770339
499	0.2881967361
500	0.2879382074
501	0.2877217214
502	0.2875561708
503	0.2871743252
504	0.2868742349
505	0.2867903268
506	0.2864924741
507	0.2860932738
508	0.2858561144
509	0.2855119348
510	0.2853181916
511	0.2851522529
512	0.2848645607
513	0.2845777699
514	0.284437347
515	0.2843634201
516	0.2840224773
517	0.2838576636
518	0.2837006694
519	0.2833839719
520	0.283128672
521	0.2829774737
522	0.2827239008
523	0.2825234049
524	0.2822151727
525	0.2820362557
526	0.2817053795
527	0.2814181547
528	0.2812376217
529	0.2810097446
530	0.2806470624
531	0.2803489161
532	0.2802000392
533	0.2799119985
534	0.2796068789
535	0.2795482913
536	0.2794136802
537	0.279305828
538	0.2790562355
539	0.2786115646
540	0.2784674642
541	0.2782546883
542	0.2780424281
543	0.2777366688
544	0.277487708
545	0.2771626246
546	0.2769237311
547	0.2767962343
